Id,TipoDeClaseMS,ZonificaciónMS,FrenteLote,ÁreaLote,Calle,Callejón,FormaLote,ContornoTerreno,Servicios,ConfiguraciónLote,PendienteTerreno,Vecindario,Condición1,Condición2,TipoEdificio,EstiloCasa,CalidadGeneral,CondiciónGeneral,AñoConstrucción,AñoRenovación,EstiloTecho,MaterialTecho,Exterior1,Exterior2,TipoRevestimientoMampostería,ÁreaRevestimientoMampostería,CalidadExterior,CondiciónExterior,Cimentación,CalidadSótano,CondiciónSótano,ExposiciónSótano,TipoAcabadoSótano1,MetrosAcabadosSótano1,TipoAcabadoSótano2,MetrosAcabadosSótano2,MetrosNoAcabadosSótano,MetrosTotalesSótano,Calefacción,CalidadCalefacción,AireAcondicionadoCentral,Eléctrico,Metros1raPlanta,Metros2daPlanta,MetrosBajaCalidad,MetrosHabitables,BañosCompletosSótano,MediosBañosSótano,BañosCompletos,MediosBaños,DormitoriosSobreSuelo,CocinasSobreSuelo,CalidadCocina,TotalHabitacionesSobreSuelo,Funcionalidad,Chimeneas,CalidadChimenea,TipoGaraje,AñoConstrucciónGaraje,AcabadoGaraje,CochesGaraje,ÁreaGaraje,CalidadGaraje,CondiciónGaraje,EntradaPavimentada,MetrosDeckMadera,MetrosPorcheAbierto,MetrosPorcheCerrado,MetrosPorche3Estaciones,MetrosPorcheMalla,ÁreaPiscina,CalidadPiscina,Cerca,CaracterísticaExtra,ValorExtra,MesVenta,AñoVenta,TipoVenta,CondiciónVenta,PrecioVenta
45,20,RL,70.0,7945,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,16.629637,BLQ,47.008918,43.199895,106.83845,GasA,Ex,Y,FuseA,106.83845,0.0,0.0,106.83845,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1,300,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,5,2006,WD,Normal,141000
46,120,RL,61.0,7658,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,42.363768,Unf,0.0,120.402288,162.766056,GasA,Ex,Y,SBrkr,162.766056,0.0,0.0,162.766056,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2,576,TA,TA,Y,18.208988,7.618046,0.0,0.0,0.0,0,,,,0,2,2010,WD,Normal,319900
47,50,RL,48.0,12822,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,125.511953,Unf,0.0,7.710949,133.222902,GasA,Ex,Y,SBrkr,141.026754,58.621793,0.0,199.648547,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,15.607704,3.994829,0.0,0.0,18.394794,0,,,,0,8,2009,WD,Abnorml,239686
48,20,FV,84.0,11096,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,2.229672,Unf,0.0,151.617696,153.847368,GasA,Ex,Y,SBrkr,153.847368,0.0,0.0,153.847368,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,3,826,TA,TA,Y,0.0,13.563838,0.0,0.0,0.0,0,,,,0,7,2007,WD,Normal,249700
49,190,RM,33.0,4456,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,68.376608,68.376608,GasA,Gd,Y,SBrkr,68.376608,66.518548,0.0,134.895156,0,0,2,0,2,3,TA,8,Typ,0,,,,,0,0,,,N,0.0,0.0,9.476106,0.0,0.0,0,,,,0,6,2009,New,Partial,113000
50,20,RL,66.0,7742,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,70.884989,Unf,0.0,17.837376,88.722365,GasA,Ex,Y,SBrkr,88.722365,0.0,0.0,88.722365,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1966.0,Unf,1,386,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,MnPrv,,0,1,2007,WD,Normal,127000
51,60,RL,,13869,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,16.908346,Unf,0.0,56.856636,73.764982,GasA,Gd,Y,SBrkr,73.764982,62.802428,0.0,136.56741,0,1,2,0,3,1,TA,6,Typ,0,,Attchd,1997.0,Fin,2,388,TA,TA,Y,0.0,6.967725,0.0,0.0,0.0,0,,,,0,7,2007,WD,Normal,177000
52,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,75.808848,75.808848,GasA,TA,Y,SBrkr,75.808848,0.0,33.44508,109.253928,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,10.405136,0.0,0.0,0.0,0.0,0,,MnPrv,Shed,400,9,2006,WD,Normal,114500
53,90,RM,110.0,8472,Grvl,,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,9.661912,GLQ,66.146936,0.0,75.808848,GasA,TA,N,SBrkr,75.808848,0.0,0.0,75.808848,1,0,1,0,2,1,TA,5,Typ,0,,CarPort,1963.0,Unf,2,516,TA,TA,Y,9.847718,0.0,0.0,0.0,0.0,0,,,,0,5,2010,WD,Normal,110000
54,20,RL,68.0,50271,Pave,,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,168.15443,Unf,0.0,2.972896,171.127326,GasA,Gd,Y,SBrkr,171.127326,0.0,0.0,171.127326,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,79.617871,6.689016,0.0,0.0,0.0,0,,,,0,11,2006,WD,Normal,385000
55,80,RL,60.0,7134,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,35.674752,Unf,0.0,0.0,35.674752,GasA,TA,Y,SBrkr,126.34808,0.0,0.0,126.34808,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0.0,4.64515,0.0,0.0,0.0,0,,MnPrv,,0,2,2007,WD,Normal,130000
56,20,RL,100.0,10175,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,45.52247,Unf,0.0,86.864305,132.386775,GasA,Gd,Y,SBrkr,132.386775,0.0,0.0,132.386775,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0.0,0.0,0.0,37.811521,0.0,0,,,,0,7,2008,WD,Normal,180500
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.294047,Unf,0.0,29.821863,90.11591,GasA,Ex,Y,SBrkr,91.323649,70.234668,0.0,161.558317,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1999.0,Fin,2,480,TA,TA,Y,10.683845,0.0,0.0,0.0,0.0,0,,,,0,8,2009,WD,Abnorml,172500
58,60,RL,89.0,11645,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,79.89658,79.89658,GasA,Ex,Y,SBrkr,79.89658,79.89658,0.0,159.79316,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2,565,TA,TA,Y,0.0,6.50321,0.0,0.0,0.0,0,,,,0,8,2006,WD,Normal,196500
59,60,RL,66.0,13682,Pave,,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,130.99323,130.99323,GasA,Ex,Y,SBrkr,132.479678,141.119657,0.0,273.599335,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,17.837376,0.0,3.437411,0.0,0.0,0,,,,0,10,2006,New,Partial,438780
60,20,RL,60.0,7200,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,58.714695999999996,Unf,0.0,13.749644,72.46433999999999,GasA,Ex,Y,SBrkr,72.46433999999999,0.0,0.0,72.46433999999999,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1973.0,Unf,1,352,TA,TA,Y,18.208988,0.0,0.0,0.0,0.0,0,,MnPrv,,0,1,2008,WD,Normal,124900
61,20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,87.421723,Unf,0.0,20.159951,107.58167399999999,GasA,Ex,Y,SBrkr,107.58167399999999,0.0,0.0,107.58167399999999,1,0,1,1,3,1,Gd,5,Typ,0,,Detchd,2006.0,Unf,2,576,TA,TA,Y,0.0,4.64515,0.0,0.0,0.0,0,,,,0,5,2006,New,Partial,158000
62,75,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,49.23859,49.23859,GasA,TA,N,SBrkr,53.976643,49.23859,0.0,103.215233,0,0,1,0,3,1,Fa,6,Typ,0,,Detchd,1935.0,Unf,1,288,TA,TA,N,0.0,0.0,13.378032,0.0,0.0,0,,,,0,3,2007,WD,Normal,101000
63,120,RL,44.0,6442,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,2.229672,Unf,0.0,125.047438,127.27711,GasA,Ex,Y,SBrkr,127.27711,0.0,0.0,127.27711,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,11.14836,4.552247,0.0,0.0,0.0,0,,,,0,10,2007,WD,Normal,202500
64,70,RM,50.0,10300,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,53.512128,53.512128,GasA,Gd,Y,SBrkr,83.798506,75.065624,0.0,158.86413,0,0,2,0,3,1,TA,9,Typ,0,,Detchd,1990.0,Unf,2,480,TA,TA,Y,1.114836,1.021933,5.945792,0.0,0.0,0,,GdPrv,,0,4,2010,WD,Normal,140000
65,60,RL,,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,68.655317,Unf,0.0,29.543154,98.198471,GasA,Ex,Y,SBrkr,98.198471,90.766231,0.0,188.964702,1,0,2,1,3,1,Gd,8,Typ,0,,Attchd,1998.0,RFn,2,645,TA,TA,Y,53.512128,3.344508,0.0,0.0,0.0,0,,GdPrv,,0,2,2009,WD,Normal,219500
66,60,RL,76.0,9591,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,106.188129,106.188129,GasA,Ex,Y,SBrkr,106.188129,123.56099,0.0,229.749119,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,17.837376,14.028353,0.0,0.0,0.0,0,,,,0,10,2007,WD,Normal,317000
67,20,RL,,19900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,84.727536,Unf,0.0,96.154605,180.882141,GasA,TA,Y,SBrkr,205.036921,0.0,0.0,205.036921,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,27.963803,0.0,0.0,0.0,0.0,0,,,,0,7,2010,WD,Normal,180000
68,20,RL,72.0,10665,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,94.110739,Unf,0.0,40.87732,134.988059,GasA,Ex,Y,SBrkr,137.403537,0.0,0.0,137.403537,1,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2,558,TA,TA,Y,13.378032,2.694187,0.0,0.0,0.0,0,,,,0,6,2007,WD,Normal,226000
69,30,RM,47.0,4608,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,69.398541,69.398541,GasA,TA,Y,SBrkr,69.398541,0.0,0.0,69.398541,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1945.0,Unf,1,220,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,6,2010,WD,Normal,80000
70,50,RL,81.0,15593,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,56.020509,Unf,0.0,65.125003,121.145512,GasW,TA,Y,SBrkr,121.145512,91.323649,0.0,212.46916099999999,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0.0,1.950963,10.590942,0.0,0.0,0,,,,0,7,2006,WD,Normal,225000
71,20,RL,95.0,13651,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,174.65764,Unf,0.0,31.865728999999998,206.523369,GasA,Ex,Y,SBrkr,206.523369,0.0,0.0,206.523369,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,27.8709,0.0,0.0,0.0,0.0,0,,,,0,2,2007,WD,Normal,244000
72,20,RL,69.0,7599,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,52.490195,Unf,0.0,26.01284,78.503035,GasA,TA,Y,SBrkr,78.503035,0.0,0.0,78.503035,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,1987.0,Unf,2,360,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,6,2007,WD,Normal,129500
73,60,RL,74.0,10141,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,77.295296,77.295296,GasA,Gd,Y,SBrkr,82.219155,77.388199,0.0,159.607354,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0.0,8.732882,0.0,0.0,27.034773,0,,,,0,12,2009,WD,Normal,185000
74,20,RL,85.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,29.72896,BLQ,33.630886,37.532812,100.892658,GasA,Gd,Y,SBrkr,100.892658,0.0,0.0,100.892658,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1989.0,Unf,2,490,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,GdWo,,0,5,2010,WD,Normal,144900
75,50,RM,60.0,5790,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,78.03852,78.03852,GasA,Gd,N,SBrkr,78.03852,71.070795,0.0,149.109315,0,0,2,0,3,2,TA,8,Typ,0,,Detchd,1915.0,Unf,1,379,TA,TA,Y,0.0,0.0,18.766406,0.0,0.0,0,,,,0,5,2010,WD,Normal,107400
76,180,RM,21.0,1596,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,42.921186,Unf,0.0,0.0,42.921186,GasA,TA,Y,SBrkr,48.866978,42.921186,0.0,91.788164,1,0,1,0,2,1,TA,5,Typ,0,,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,11.14836,9.383203,0.0,0.0,0.0,0,,GdWo,,0,11,2009,WD,Normal,91000
77,20,RL,,8475,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,21.181884,Unf,0.0,67.261772,88.443656,GasA,Ex,Y,FuseA,88.443656,0.0,0.0,88.443656,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1956.0,Unf,1,283,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,4,2008,WD,Normal,135750
78,50,RM,50.0,8635,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,31.215408,GLQ,3.809023,27.406385,62.430816,GasA,TA,Y,SBrkr,99.592016,19.788339,0.0,119.380355,1,0,1,0,2,1,TA,6,Min1,0,,Detchd,1948.0,Unf,1,240,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,MnPrv,,0,1,2008,WD,Normal,127000
79,90,RL,72.0,10778,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,164.252504,164.252504,GasA,TA,N,SBrkr,164.252504,0.0,0.0,164.252504,0,0,2,0,4,2,TA,8,Typ,0,,,,,0,0,,,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,4,2010,WD,Normal,136500
80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,40.87732,40.87732,GasA,Gd,Y,SBrkr,63.359846,50.910844,0.0,114.27069,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1966.0,Unf,2,440,TA,TA,Y,6.874822,0.0,11.891584,0.0,0.0,0,,MnPrv,,0,5,2009,WD,Normal,110000
81,60,RL,100.0,13000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,41.620544,Unf,0.0,41.620544,83.241088,GasA,TA,Y,SBrkr,109.811346,89.18688,0.0,198.998226,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0.0,6.689016,0.0,0.0,23.411556,0,,,,0,6,2009,WD,Normal,193500
82,120,RM,32.0,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,111.576503,Unf,0.0,3.344508,114.921011,GasA,Ex,Y,SBrkr,124.211311,0.0,0.0,124.211311,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Fin,2,405,TA,TA,Y,0.0,18.487697,0.0,0.0,0.0,0,,,,0,3,2006,WD,Normal,153500
83,20,RL,78.0,10206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,3.065799,Unf,0.0,142.14159,145.207389,GasA,Ex,Y,SBrkr,145.207389,0.0,0.0,145.207389,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,13.378032,9.197397,0.0,0.0,0.0,0,,,,0,10,2008,WD,Normal,245000
84,20,RL,80.0,8892,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,98.941695,98.941695,GasA,Gd,Y,SBrkr,98.941695,0.0,0.0,98.941695,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,1974.0,Unf,2,461,TA,TA,Y,6.874822,0.0,0.0,0.0,0.0,0,,,,0,7,2007,COD,Normal,126500
85,80,RL,,8530,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,35.674752,35.674752,GasA,Gd,Y,SBrkr,74.694012,62.24501,0.0,136.939022,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,11.14836,6.689016,0.0,0.0,0.0,0,,,Shed,700,5,2009,WD,Normal,168500
86,60,RL,121.0,16059,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,119.659064,119.659064,GasA,Ex,Y,SBrkr,120.866803,103.679748,0.0,224.546551,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,11.798681,7.618046,0.0,0.0,0.0,0,,,,0,4,2006,WD,Normal,260000
87,60,RL,122.0,11911,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,63.545652,63.545652,GasA,Ex,Y,SBrkr,63.545652,81.383028,0.0,144.92867999999999,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,9.2903,3.530314,0.0,0.0,0.0,0,,,,0,3,2009,WD,Normal,174000
88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,56.856636,56.856636,GasA,Ex,Y,SBrkr,56.856636,56.856636,0.0,113.713272,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2009.0,RFn,2,528,TA,TA,Y,0.0,21.739302,0.0,0.0,0.0,0,,,,0,6,2009,New,Partial,164500
89,50,C (all),105.0,8470,Pave,,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,94.110739,94.110739,GasA,TA,N,SBrkr,94.110739,0.0,47.659239,141.769978,0,0,1,0,2,1,Fa,6,Typ,0,,,,,0,0,,,N,0.0,0.0,14.492868,0.0,0.0,0,,MnPrv,,0,10,2009,ConLD,Abnorml,85000
90,20,RL,60.0,8070,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,54.626964,Unf,0.0,37.347006,91.97397,GasA,Ex,Y,SBrkr,91.97397,0.0,0.0,91.97397,1,0,1,0,3,1,TA,5,Typ,0,,,,,0,0,,,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,8,2007,WD,Normal,123600
